id,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
553,0.000000,0.994649,0.001196,0.000643,0.000072,0.000004,0.000000,0.000002,0.002908,0.000525
554,0.000002,0.004164,0.007402,0.918624,0.000019,0.044436,0.000003,0.010097,0.007831,0.007421
555,0.007612,0.000001,0.009033,0.000025,0.001742,0.008424,0.971829,0.000000,0.001333,0.000001
556,0.000000,0.000000,0.000000,0.000382,0.000000,0.000072,0.000000,0.996563,0.000000,0.002983
557,0.000050,0.002082,0.107572,0.013907,0.000551,0.032977,0.004153,0.000026,0.837964,0.000719
558,0.003479,0.000000,0.000001,0.000255,0.000336,0.993415,0.000068,0.000124,0.001358,0.000963
559,0.000000,0.000154,0.000001,0.000227,0.003959,0.000889,0.000000,0.009616,0.000990,0.984164
560,0.000000,0.000001,0.000001,0.001499,0.000000,0.000057,0.000000,0.988120,0.000003,0.010319
561,0.000000,0.004305,0.000005,0.000033,0.037801,0.000046,0.000000,0.003422,0.000843,0.953544
562,0.000369,0.000000,0.000633,0.000000,0.000745,0.000053,0.997992,0.000000,0.000208,0.000000
563,0.000024,0.000447,0.001233,0.121425,0.000731,0.348832,0.000017,0.021149,0.325400,0.180741
564,0.006807,0.000000,0.000045,0.000000,0.001413,0.001898,0.989691,0.000000,0.000145,0.000000
565,0.000000,0.003762,0.000746,0.994618,0.000000,0.000213,0.000000,0.000327,0.000284,0.000051
566,0.000000,0.000000,0.000000,0.002354,0.000000,0.000127,0.000000,0.994595,0.000000,0.002924
567,0.000000,0.000033,0.000005,0.000000,0.995581,0.000032,0.000237,0.000001,0.001291,0.002820
568,0.020909,0.000000,0.001700,0.000001,0.028238,0.004650,0.943695,0.000000,0.000803,0.000004
569,0.001868,0.000000,0.000005,0.002725,0.000035,0.992885,0.000028,0.000169,0.001669,0.000617
570,0.000000,0.002209,0.029874,0.718477,0.000000,0.007842,0.000000,0.006139,0.233560,0.001898
571,0.003065,0.000000,0.000058,0.022642,0.000023,0.964723,0.000013,0.004569,0.002570,0.002339
572,0.000000,0.000062,0.000003,0.000000,0.992494,0.000117,0.000124,0.000002,0.000431,0.006767
573,0.000000,0.000203,0.000050,0.043742,0.000000,0.000057,0.000000,0.947318,0.000100,0.008529
574,0.000000,0.003582,0.002679,0.000564,0.000206,0.000805,0.000061,0.000002,0.991269,0.000832
575,0.000000,0.000798,0.000887,0.086752,0.000000,0.000225,0.000000,0.890348,0.003356,0.017635
560,0.000000,0.003356,0.003815,0.000186,0.001542,0.001137,0.001248,0.000000,0.988335,0.000382
561,0.913477,0.000000,0.000099,0.000000,0.000002,0.004313,0.082063,0.000000,0.000046,0.000000
562,0.000004,0.000192,0.000339,0.043963,0.000120,0.010247,0.000000,0.857234,0.000223,0.087678
563,0.000506,0.000000,0.000096,0.000000,0.000249,0.000061,0.999007,0.000000,0.000081,0.000000
564,0.000034,0.001772,0.004565,0.028680,0.008570,0.099415,0.000051,0.081038,0.277073,0.498802
565,0.000000,0.008039,0.001303,0.001883,0.013748,0.008872,0.000107,0.000113,0.895178,0.070757
566,0.000000,0.000001,0.000000,0.000192,0.000001,0.000032,0.000000,0.944804,0.000002,0.054968
567,0.000000,0.005756,0.002789,0.920169,0.000000,0.003822,0.000000,0.017512,0.041772,0.008179
568,0.000099,0.001009,0.553643,0.414475,0.000001,0.007623,0.000009,0.013703,0.009239,0.000198
569,0.000000,0.997227,0.000205,0.000218,0.000009,0.000000,0.000000,0.000004,0.001428,0.000909
570,0.000000,0.002188,0.000004,0.000011,0.149766,0.000049,0.000000,0.001712,0.000981,0.845289
571,0.004026,0.000000,0.000021,0.000045,0.280903,0.643520,0.056881,0.000006,0.012684,0.001913
572,0.000087,0.000006,0.996082,0.000652,0.000000,0.000104,0.000167,0.000000,0.002902,0.000000
573,0.000000,0.000009,0.000000,0.001513,0.000000,0.000018,0.000000,0.964489,0.000008,0.033962
574,0.000000,0.000137,0.000053,0.998092,0.000000,0.000294,0.000000,0.001241,0.000119,0.000063
575,0.007066,0.000002,0.000671,0.006915,0.001070,0.959264,0.002537,0.000208,0.020744,0.001523
576,0.000000,0.982986,0.000578,0.000406,0.000689,0.000011,0.000001,0.000002,0.012056,0.003271
577,0.000000,0.995954,0.001164,0.001157,0.000038,0.000004,0.000000,0.000005,0.001090,0.000590
578,0.000003,0.009164,0.980629,0.003006,0.000014,0.000188,0.001503,0.000001,0.005489,0.000002
579,0.000000,0.996619,0.000157,0.000218,0.000029,0.000001,0.000000,0.000004,0.001358,0.001615
580,0.000000,0.000009,0.000001,0.000000,0.998314,0.000048,0.000293,0.000000,0.000208,0.001127
581,0.000000,0.000002,0.000001,0.002532,0.000000,0.000032,0.000000,0.991648,0.000002,0.005784
582,0.000001,0.000045,0.000024,0.000001,0.969025,0.000571,0.000346,0.000036,0.005621,0.024328
583,0.000000,0.000011,0.000065,0.029916,0.000000,0.000172,0.000000,0.966619,0.000144,0.003074
584,0.000706,0.000000,0.000016,0.007626,0.000195,0.975700,0.000022,0.001700,0.006143,0.007891
585,0.000000,0.000324,0.000015,0.000001,0.975212,0.000053,0.000045,0.000031,0.000473,0.023845
586,0.003891,0.000000,0.000051,0.006583,0.000089,0.981776,0.000083,0.000659,0.005336,0.001530
587,0.000032,0.000003,0.000003,0.000094,0.461729,0.030681,0.000017,0.068412,0.000176,0.438852
588,0.992369,0.000000,0.000000,0.000000,0.000000,0.002367,0.005261,0.000000,0.000002,0.000000
589,0.000000,0.000642,0.007807,0.000389,0.000113,0.001093,0.000160,0.000002,0.989498,0.000295
590,0.000000,0.019439,0.000491,0.955097,0.000001,0.002442,0.000000,0.009106,0.002517,0.010908
591,0.000146,0.000001,0.000696,0.000001,0.008097,0.001377,0.986387,0.000000,0.003294,0.000001
576,0.000000,0.000001,0.000000,0.000161,0.003037,0.003861,0.000000,0.211822,0.000024,0.781095
577,0.152888,0.000000,0.000121,0.000001,0.000194,0.022044,0.822524,0.000000,0.002229,0.000000
578,0.991770,0.000000,0.000001,0.000000,0.000001,0.007377,0.000841,0.000000,0.000011,0.000000
579,0.000046,0.000348,0.985598,0.005273,0.000001,0.000437,0.000305,0.000009,0.007983,0.000001
580,0.000227,0.010795,0.180692,0.244294,0.002705,0.141753,0.000359,0.077618,0.261308,0.080249
581,0.000003,0.000078,0.000023,0.000054,0.608788,0.004556,0.000032,0.011637,0.001228,0.373601
582,0.000000,0.000004,0.000002,0.000000,0.993002,0.000069,0.000080,0.000016,0.000203,0.006624
583,0.000775,0.000070,0.003327,0.000040,0.872637,0.017436,0.043627,0.000134,0.050795,0.011158
584,0.000000,0.000023,0.000008,0.000000,0.996043,0.000076,0.000316,0.000004,0.000302,0.003228
585,0.002232,0.000001,0.000723,0.000002,0.115418,0.006938,0.872026,0.000000,0.002643,0.000017
586,0.000238,0.000001,0.003743,0.000000,0.002777,0.000073,0.992323,0.000000,0.000845,0.000000
587,0.000001,0.000002,0.000004,0.000000,0.995909,0.000214,0.002621,0.000000,0.000662,0.000587
588,0.000001,0.000000,0.000000,0.000096,0.005271,0.006018,0.000000,0.446391,0.000039,0.542182
589,0.000000,0.000199,0.000000,0.000094,0.018098,0.000565,0.000000,0.007454,0.000339,0.973251
590,0.003677,0.000140,0.133002,0.256431,0.000028,0.361753,0.000973,0.001300,0.242039,0.000657
591,0.000000,0.000006,0.000003,0.000000,0.995896,0.000192,0.002248,0.000000,0.001028,0.000626
592,0.004343,0.000001,0.000428,0.023940,0.000227,0.945906,0.000112,0.006067,0.012714,0.006264
593,0.005837,0.000001,0.000989,0.012640,0.000088,0.849211,0.000382,0.000546,0.128775,0.001531
594,0.000001,0.000725,0.001804,0.005329,0.000147,0.009884,0.000015,0.000162,0.973027,0.008907
595,0.000000,0.000000,0.000000,0.000579,0.000000,0.000051,0.000000,0.993575,0.000000,0.005795
596,0.000000,0.005421,0.000431,0.992603,0.000000,0.000470,0.000000,0.000398,0.000486,0.000192
597,0.000000,0.000024,0.000001,0.000560,0.000094,0.000397,0.000000,0.411638,0.000172,0.587112
598,0.000000,0.002478,0.976492,0.019937,0.000000,0.000005,0.000000,0.000000,0.001086,0.000000
599,0.000000,0.000000,0.000000,0.000307,0.000000,0.000019,0.000000,0.988677,0.000000,0.010997
600,0.955723,0.000000,0.000158,0.000079,0.000000,0.043029,0.000971,0.000001,0.000039,0.000000
601,0.000000,0.000499,0.996912,0.001936,0.000000,0.000002,0.000001,0.000000,0.000650,0.000000
602,0.076245,0.000001,0.001662,0.000024,0.489168,0.082403,0.344373,0.000063,0.005205,0.000856
603,0.000000,0.996647,0.000327,0.000510,0.000052,0.000002,0.000000,0.000004,0.001307,0.001152
604,0.000000,0.998564,0.000024,0.000162,0.000008,0.000000,0.000000,0.000001,0.000442,0.000798
605,0.000001,0.146306,0.375869,0.000207,0.071566,0.000569,0.136382,0.000000,0.268839,0.000262
606,0.000377,0.000040,0.002514,0.000364,0.031137,0.160443,0.089754,0.000001,0.714275,0.001094
607,0.000000,0.007237,0.000004,0.000098,0.001918,0.000030,0.000000,0.003413,0.005049,0.982252
592,0.000000,0.015427,0.956753,0.005300,0.000000,0.000039,0.000018,0.000006,0.022452,0.000004
593,0.000000,0.014189,0.000880,0.000196,0.010892,0.000655,0.000044,0.000019,0.941714,0.031412
594,0.000002,0.000000,0.000000,0.000038,0.000000,0.001330,0.000000,0.994380,0.000000,0.004249
595,0.000001,0.000367,0.959836,0.000301,0.000000,0.000049,0.000839,0.000000,0.038605,0.000000
596,0.998017,0.000000,0.000000,0.000000,0.000000,0.001606,0.000377,0.000000,0.000000,0.000000
597,0.000000,0.992084,0.001311,0.001377,0.000048,0.000007,0.000000,0.000003,0.004361,0.000809
598,0.017350,0.000000,0.000018,0.001265,0.000027,0.976889,0.000150,0.000084,0.004020,0.000197
599,0.784275,0.000000,0.000241,0.000123,0.010064,0.194414,0.005974,0.004188,0.000133,0.000588
600,0.000004,0.000187,0.000046,0.000195,0.742402,0.024752,0.000295,0.001062,0.008520,0.222538
601,0.000000,0.994432,0.000574,0.000395,0.000316,0.000003,0.000000,0.000015,0.001088,0.003178
602,0.000000,0.020362,0.006734,0.016298,0.000161,0.000752,0.000000,0.518698,0.065132,0.371862
603,0.995742,0.000000,0.000002,0.000000,0.000000,0.002789,0.001464,0.000000,0.000002,0.000000
604,0.000184,0.000000,0.000118,0.000000,0.000370,0.000076,0.999095,0.000000,0.000156,0.000000
605,0.969658,0.000000,0.000061,0.000001,0.000007,0.009520,0.020724,0.000000,0.000029,0.000000
606,0.000002,0.002521,0.002196,0.000024,0.768261,0.003118,0.083314,0.000000,0.138743,0.001822
607,0.001821,0.000000,0.000076,0.000000,0.003698,0.000365,0.993945,0.000000,0.000095,0.000000
608,0.000063,0.009614,0.065883,0.055042,0.004536,0.157810,0.011058,0.000059,0.692087,0.003848
609,0.000000,0.975996,0.000080,0.000464,0.000436,0.000004,0.000000,0.000039,0.001680,0.021301
610,0.000001,0.002479,0.001368,0.001854,0.010909,0.026106,0.000970,0.000009,0.944982,0.011322
611,0.999071,0.000000,0.000000,0.000000,0.000000,0.000895,0.000034,0.000000,0.000000,0.000000
612,0.000000,0.014671,0.080017,0.769808,0.000000,0.000746,0.000000,0.083756,0.048398,0.002604
613,0.000000,0.002104,0.000453,0.996537,0.000000,0.000083,0.000000,0.000654,0.000137,0.000032
614,0.000000,0.055606,0.005787,0.287229,0.000000,0.000103,0.000000,0.603960,0.013192,0.034124
615,0.000001,0.000714,0.996745,0.000224,0.000000,0.000008,0.000284,0.000000,0.002024,0.000000
616,0.000000,0.005264,0.001182,0.693485,0.000047,0.060951,0.000000,0.041059,0.065915,0.132096
617,0.000525,0.000001,0.002688,0.000002,0.002833,0.001905,0.988308,0.000000,0.003736,0.000000
618,0.000000,0.000200,0.998327,0.001132,0.000000,0.000002,0.000002,0.000000,0.000337,0.000000
619,0.000000,0.979558,0.000733,0.001549,0.000023,0.000002,0.000000,0.000560,0.003259,0.014317
620,0.020155,0.000000,0.003316,0.000011,0.010244,0.023281,0.933738,0.000000,0.009245,0.000007
621,0.000000,0.991003,0.000050,0.000628,0.000024,0.000001,0.000000,0.000051,0.000425,0.007817
622,0.000000,0.953510,0.000625,0.000183,0.005919,0.000017,0.000004,0.000003,0.029530,0.010209
623,0.000000,0.001245,0.001792,0.961264,0.000001,0.021569,0.000000,0.002749,0.009210,0.002169
608,0.000006,0.000045,0.000044,0.005137,0.002120,0.016485,0.000000,0.580436,0.000385,0.395341
609,0.000000,0.012246,0.000001,0.000505,0.001020,0.000054,0.000000,0.007177,0.000562,0.978435
610,0.997251,0.000000,0.000000,0.000000,0.000000,0.002598,0.000149,0.000000,0.000002,0.000000
611,0.000021,0.003122,0.024339,0.011262,0.002242,0.049269,0.003597,0.000028,0.903477,0.002643
612,0.993353,0.000000,0.000002,0.000000,0.000000,0.006079,0.000559,0.000000,0.000008,0.000000
613,0.002013,0.000000,0.000011,0.002092,0.000158,0.987398,0.000058,0.000348,0.005903,0.002019
614,0.000000,0.000010,0.000001,0.000000,0.995203,0.000073,0.000113,0.000002,0.000298,0.004298
615,0.949184,0.000000,0.000010,0.000000,0.000002,0.003823,0.046934,0.000000,0.000047,0.000000
616,0.000926,0.002173,0.550942,0.000958,0.019609,0.008607,0.390773,0.000005,0.025911,0.000096
617,0.000000,0.000833,0.005382,0.000169,0.000329,0.000890,0.000465,0.000000,0.991707,0.000225
618,0.000014,0.003926,0.981871,0.001903,0.000036,0.000359,0.006627,0.000001,0.005262,0.000002
619,0.000008,0.000818,0.982665,0.009192,0.000000,0.000196,0.000040,0.000023,0.007056,0.000002
620,0.000000,0.016366,0.000021,0.057063,0.000016,0.000840,0.000000,0.058797,0.016530,0.850368
621,0.000004,0.001818,0.052789,0.012379,0.000051,0.008849,0.000219,0.000031,0.923315,0.000544
622,0.000000,0.000016,0.000001,0.000000,0.998727,0.000010,0.000140,0.000000,0.000248,0.000858
623,0.998447,0.000000,0.000001,0.000000,0.000000,0.001396,0.000156,0.000000,0.000001,0.000000
624,0.000160,0.000027,0.000625,0.000006,0.929179,0.005838,0.048361,0.000008,0.013454,0.002341
625,0.007685,0.000000,0.000305,0.011305,0.000059,0.973463,0.000623,0.000099,0.006219,0.000244
626,0.001336,0.000052,0.010641,0.003600,0.002889,0.335429,0.064897,0.000003,0.580780,0.000374
627,0.002894,0.000000,0.000038,0.002698,0.000682,0.981224,0.000230,0.000483,0.008319,0.003432
628,0.000000,0.992980,0.000493,0.003233,0.000039,0.000009,0.000000,0.000024,0.000921,0.002303
629,0.000000,0.011672,0.964861,0.007199,0.000000,0.000032,0.000026,0.000000,0.016210,0.000000
630,0.000000,0.996932,0.000111,0.000252,0.000068,0.000001,0.000000,0.000007,0.000379,0.002251
631,0.000491,0.000013,0.003282,0.488363,0.000002,0.482547,0.000019,0.001886,0.022757,0.000638
632,0.000000,0.932967,0.000520,0.000289,0.003632,0.000020,0.000001,0.000009,0.041714,0.020849
633,0.000008,0.000000,0.000001,0.000302,0.000468,0.007963,0.000000,0.777435,0.000143,0.213679
634,0.000002,0.001764,0.000165,0.001251,0.290602,0.013216,0.000042,0.016737,0.003502,0.672718
635,0.004216,0.000002,0.000289,0.000400,0.065601,0.799999,0.060141,0.000011,0.067101,0.002240
636,0.000000,0.000003,0.000000,0.004248,0.000000,0.000020,0.000000,0.989535,0.000002,0.006192
637,0.000000,0.000072,0.999235,0.000284,0.000000,0.000003,0.000039,0.000000,0.000366,0.000000
638,0.983988,0.000000,0.000019,0.000006,0.000000,0.015741,0.000214,0.000001,0.000031,0.000000
639,0.168703,0.000000,0.002041,0.048515,0.000001,0.773328,0.000077,0.002379,0.004896,0.000060
624,0.000131,0.001808,0.051475,0.006372,0.005804,0.084524,0.054245,0.000004,0.794940,0.000696
625,0.000000,0.003793,0.004176,0.001857,0.000068,0.000940,0.000010,0.000028,0.986755,0.002372
626,0.000063,0.000006,0.000583,0.000001,0.069683,0.001392,0.923044,0.000000,0.005224,0.000004
627,0.000000,0.034306,0.942307,0.002356,0.000016,0.000135,0.003570,0.000000,0.017308,0.000001
628,0.000390,0.000033,0.000474,0.080111,0.000988,0.854931,0.000071,0.012675,0.013579,0.036748
629,0.000727,0.000004,0.000565,0.000001,0.819433,0.002788,0.174958,0.000002,0.001299,0.000223
630,0.000000,0.998438,0.000173,0.000615,0.000004,0.000000,0.000000,0.000002,0.000400,0.000368
631,0.000000,0.001217,0.000001,0.000186,0.020557,0.000537,0.000000,0.003010,0.000860,0.973632
632,0.002137,0.000142,0.214838,0.258187,0.000010,0.171864,0.000211,0.004625,0.347071,0.000915
633,0.000000,0.996335,0.000922,0.000336,0.000084,0.000002,0.000000,0.000005,0.001385,0.000931
634,0.005468,0.000000,0.000072,0.001555,0.000141,0.952311,0.000671,0.000035,0.039273,0.000475
635,0.000079,0.000083,0.010915,0.000192,0.002618,0.014044,0.024368,0.000001,0.947513,0.000187
636,0.000000,0.878502,0.011669,0.070059,0.000121,0.000322,0.000000,0.004236,0.009488,0.025602
637,0.999084,0.000000,0.000000,0.000000,0.000000,0.000769,0.000146,0.000000,0.000000,0.000000
638,0.000021,0.000139,0.989627,0.000084,0.000002,0.000036,0.006859,0.000000,0.003232,0.000000
639,0.000000,0.000503,0.000074,0.000001,0.989453,0.000073,0.000310,0.000012,0.000784,0.008791
640,0.000000,0.000074,0.000001,0.000001,0.981323,0.000168,0.000051,0.000002,0.001237,0.017143
641,0.000004,0.000140,0.016403,0.969193,0.000000,0.010624,0.000000,0.000778,0.002821,0.000037
642,0.001443,0.000005,0.002550,0.000001,0.257067,0.001920,0.734596,0.000000,0.002386,0.000032
643,0.000002,0.001085,0.004993,0.001136,0.002354,0.008855,0.000478,0.000026,0.976062,0.005009
644,0.000000,0.002874,0.005870,0.000959,0.000046,0.000494,0.000011,0.000014,0.988620,0.001112
645,0.000047,0.002455,0.820968,0.000080,0.002160,0.000277,0.155362,0.000000,0.018646,0.000005
646,0.000000,0.000041,0.000001,0.000003,0.825786,0.000548,0.000006,0.000338,0.000386,0.172891
647,0.997289,0.000000,0.000002,0.000000,0.000000,0.001418,0.001289,0.000000,0.000002,0.000000
648,0.000138,0.000133,0.000292,0.009520,0.088936,0.511526,0.000342,0.013042,0.028567,0.347504
649,0.897382,0.000000,0.000122,0.000002,0.000148,0.027501,0.074481,0.000000,0.000363,0.000000
650,0.001060,0.000020,0.001277,0.000019,0.905905,0.015079,0.066257,0.000045,0.007280,0.003057
651,0.000000,0.000028,0.000007,0.000001,0.992848,0.001079,0.001784,0.000001,0.001376,0.002874
652,0.000000,0.000001,0.000002,0.001784,0.000000,0.000126,0.000000,0.992029,0.000003,0.006055
653,0.000000,0.000101,0.000000,0.000156,0.003006,0.000440,0.000000,0.025713,0.000248,0.970335
654,0.000000,0.000345,0.000073,0.997732,0.000000,0.000140,0.000000,0.001568,0.000079,0.000064
655,0.000010,0.000241,0.000261,0.000048,0.768266,0.003683,0.000234,0.005489,0.007138,0.214631
640,0.000000,0.997038,0.000378,0.000434,0.000041,0.000001,0.000000,0.000010,0.000676,0.001423
641,0.025663,0.000000,0.000003,0.000483,0.000148,0.972661,0.000099,0.000338,0.000257,0.000347
642,0.000000,0.010153,0.000021,0.000115,0.006548,0.000068,0.000000,0.003344,0.017835,0.961917
643,0.000064,0.029682,0.689659,0.127354,0.000754,0.015600,0.000200,0.040117,0.080981,0.015589
644,0.000000,0.001333,0.000342,0.996933,0.000000,0.000162,0.000000,0.001027,0.000143,0.000060
645,0.005215,0.000000,0.000076,0.003563,0.000261,0.986537,0.000904,0.000048,0.003030,0.000365
646,0.000001,0.002815,0.006719,0.000089,0.023540,0.002161,0.010128,0.000001,0.953472,0.001075
647,0.000000,0.003550,0.004644,0.005749,0.000252,0.007082,0.000079,0.000021,0.975580,0.003043
648,0.965038,0.000000,0.000097,0.000006,0.000048,0.028143,0.006556,0.000004,0.000107,0.000001
649,0.000212,0.000742,0.001878,0.015421,0.167292,0.544630,0.002574,0.003982,0.063932,0.199339
650,0.000017,0.000639,0.002612,0.720259,0.000035,0.231156,0.000009,0.007134,0.026906,0.011233
651,0.000000,0.000476,0.000136,0.977629,0.000000,0.007448,0.000000,0.009659,0.001280,0.003371
652,0.104340,0.000000,0.000252,0.000001,0.009846,0.027622,0.854901,0.000000,0.003036,0.000003
653,0.000045,0.000000,0.001072,0.000000,0.000051,0.000007,0.998622,0.000000,0.000202,0.000000
654,0.998441,0.000000,0.000000,0.000000,0.000000,0.001286,0.000273,0.000000,0.000000,0.000000
655,0.000000,0.997971,0.000417,0.000250,0.000031,0.000001,0.000000,0.000004,0.000651,0.000675
656,0.000330,0.000004,0.005611,0.000003,0.004427,0.002026,0.956877,0.000000,0.030720,0.000001
657,0.999171,0.000000,0.000000,0.000000,0.000000,0.000753,0.000075,0.000000,0.000000,0.000000
658,0.000000,0.007413,0.006069,0.982141,0.000000,0.001938,0.000000,0.001183,0.000961,0.000294
659,0.040526,0.000000,0.000041,0.029386,0.000001,0.681571,0.000000,0.246651,0.000341,0.001484
660,0.000002,0.000017,0.000022,0.000001,0.991304,0.000329,0.000468,0.000055,0.000331,0.007470
661,0.000000,0.000003,0.000000,0.000000,0.995610,0.000148,0.000112,0.000001,0.000305,0.003821
662,0.000000,0.991591,0.000041,0.000800,0.000035,0.000002,0.000000,0.000020,0.000644,0.006866
663,0.000001,0.000291,0.986923,0.009069,0.000000,0.000081,0.000012,0.000002,0.003621,0.000000
664,0.000000,0.001245,0.000000,0.000043,0.000830,0.000013,0.000000,0.004046,0.000261,0.993561
665,0.000000,0.992284,0.000772,0.000105,0.000180,0.000001,0.000000,0.000000,0.006142,0.000516
666,0.000000,0.000006,0.000002,0.000000,0.998219,0.000045,0.000843,0.000000,0.000352,0.000533
667,0.005296,0.000000,0.000200,0.000000,0.020448,0.001283,0.972633,0.000000,0.000139,0.000000
668,0.000000,0.000816,0.000012,0.000038,0.085446,0.000186,0.000000,0.024487,0.000557,0.888457
669,0.000000,0.001263,0.000003,0.000025,0.030580,0.000063,0.000000,0.005700,0.000840,0.961526
670,0.000000,0.000027,0.000070,0.518256,0.000000,0.003820,0.000000,0.473824,0.000077,0.003925
671,0.000000,0.000257,0.000000,0.000036,0.039052,0.000278,0.000000,0.005191,0.000387,0.954799
656,0.000000,0.001107,0.008610,0.000178,0.000311,0.000672,0.000393,0.000001,0.988460,0.000269
657,0.000000,0.000001,0.000001,0.000000,0.997092,0.000272,0.001457,0.000000,0.000551,0.000626
658,0.000006,0.000021,0.000054,0.000001,0.990294,0.000536,0.000970,0.000065,0.000642,0.007411
659,0.000024,0.000127,0.001049,0.683341,0.000012,0.302401,0.000007,0.002995,0.006675,0.003368
660,0.000000,0.998481,0.000168,0.000127,0.000020,0.000000,0.000000,0.000001,0.000745,0.000459
661,0.000003,0.001159,0.009871,0.793314,0.000002,0.047974,0.000001,0.007497,0.134900,0.005279
662,0.000000,0.984924,0.000096,0.001305,0.000006,0.000001,0.000000,0.000325,0.000819,0.012524
663,0.000593,0.000581,0.039809,0.458963,0.000111,0.395302,0.000336,0.004106,0.096217,0.003981
664,0.000000,0.273780,0.038753,0.005719,0.001905,0.001408,0.000436,0.000006,0.675439,0.002554
665,0.000000,0.000001,0.000000,0.000709,0.000000,0.000018,0.000000,0.983694,0.000001,0.015578
666,0.000000,0.016308,0.000178,0.000363,0.086350,0.000650,0.000003,0.005230,0.013554,0.877363
667,0.000000,0.000003,0.000001,0.000000,0.997474,0.000055,0.000124,0.000001,0.000174,0.002169
668,0.000000,0.001855,0.005112,0.000165,0.000813,0.000704,0.000326,0.000002,0.990284,0.000740
669,0.000000,0.002025,0.000717,0.000018,0.061481,0.000882,0.001922,0.000000,0.928717,0.004238
670,0.000000,0.619115,0.109086,0.089879,0.000054,0.000487,0.000001,0.011917,0.144146,0.025315
671,0.000000,0.002717,0.000030,0.000211,0.077593,0.000672,0.000001,0.011164,0.001864,0.905749
672,0.000028,0.000194,0.000283,0.000652,0.249153,0.038889,0.000134,0.021791,0.034792,0.654082
673,0.000000,0.997599,0.000308,0.000132,0.000048,0.000001,0.000000,0.000000,0.001597,0.000314
674,0.000000,0.000007,0.000001,0.000000,0.991589,0.000565,0.001125,0.000000,0.004474,0.002239
675,0.000733,0.000001,0.000173,0.061170,0.000009,0.899989,0.000008,0.003094,0.031751,0.003074
676,0.000923,0.000000,0.000728,0.000000,0.000090,0.000059,0.997978,0.000000,0.000222,0.000000
677,0.998580,0.000000,0.000000,0.000000,0.000000,0.001155,0.000265,0.000000,0.000000,0.000000
678,0.000204,0.000002,0.000017,0.004902,0.003147,0.946686,0.000079,0.001186,0.012983,0.030794
679,0.000000,0.010348,0.984055,0.002743,0.000000,0.000004,0.000006,0.000000,0.002844,0.000000
680,0.000000,0.034114,0.951396,0.012462,0.000000,0.000004,0.000001,0.000000,0.002022,0.000000
681,0.000130,0.000010,0.617015,0.000031,0.000003,0.000187,0.379898,0.000000,0.002726,0.000000
682,0.000000,0.997775,0.000047,0.000398,0.000013,0.000001,0.000000,0.000005,0.000282,0.001480
683,0.000347,0.000006,0.000090,0.026330,0.001042,0.908158,0.000038,0.008675,0.011629,0.043685
684,0.034363,0.000000,0.000044,0.000404,0.000101,0.942880,0.001136,0.000022,0.020889,0.000160
685,0.000000,0.000075,0.998941,0.000716,0.000000,0.000002,0.000002,0.000000,0.000264,0.000000
686,0.000000,0.000020,0.000002,0.000000,0.990641,0.000140,0.000087,0.000005,0.000366,0.008738
687,0.000000,0.000639,0.000002,0.000113,0.053169,0.000902,0.000000,0.003420,0.001744,0.940011
672,0.000088,0.000002,0.000257,0.000000,0.089374,0.001295,0.906375,0.000000,0.002606,0.000003
673,0.000005,0.015746,0.955117,0.008408,0.000038,0.000566,0.000729,0.000018,0.019342,0.000031
674,0.000000,0.000000,0.000000,0.000746,0.000000,0.000496,0.000000,0.992508,0.000001,0.006248
675,0.000000,0.000000,0.000000,0.000026,0.000033,0.000834,0.000000,0.928942,0.000000,0.070165
676,0.000159,0.000002,0.979354,0.000014,0.000000,0.000021,0.019823,0.000000,0.000626,0.000000
677,0.000000,0.030740,0.919225,0.044297,0.000000,0.000024,0.000001,0.000009,0.005702,0.000002
678,0.000000,0.998091,0.000079,0.000298,0.000015,0.000000,0.000000,0.000004,0.000371,0.001142
679,0.000000,0.990600,0.000445,0.000118,0.000416,0.000002,0.000000,0.000001,0.006732,0.001686
680,0.006427,0.000000,0.991880,0.000749,0.000000,0.000347,0.000372,0.000000,0.000225,0.000000
681,0.000000,0.019251,0.004189,0.005146,0.000246,0.001971,0.000019,0.000026,0.963477,0.005676
682,0.000000,0.429834,0.002174,0.561635,0.000000,0.000158,0.000000,0.000453,0.003963,0.001784
683,0.000068,0.000009,0.000030,0.002952,0.006837,0.045337,0.000002,0.661885,0.000216,0.282666
684,0.001205,0.000613,0.803843,0.004820,0.000299,0.010381,0.011108,0.000090,0.167510,0.000131
685,0.000029,0.000074,0.000123,0.000073,0.849686,0.009543,0.000371,0.005002,0.002103,0.132997
686,0.000000,0.998978,0.000144,0.000184,0.000010,0.000000,0.000000,0.000001,0.000326,0.000357
687,0.000000,0.000001,0.000001,0.001096,0.000000,0.000063,0.000000,0.991788,0.000001,0.007051
688,0.000000,0.997388,0.000178,0.000979,0.000014,0.000001,0.000000,0.000007,0.000395,0.001037
689,0.000000,0.000003,0.000002,0.002386,0.000000,0.000076,0.000000,0.988633,0.000004,0.008896
690,0.000127,0.000001,0.001789,0.000000,0.005353,0.000058,0.992056,0.000000,0.000617,0.000000
691,0.000256,0.000086,0.002299,0.026828,0.001006,0.045410,0.000007,0.835576,0.001210,0.087321
692,0.002057,0.000928,0.625834,0.008138,0.001421,0.039247,0.050286,0.000050,0.271792,0.000247
